Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
EG10747	b0060	63429	65780	EG10747-MONOMER	WELL-CHARACTERIZED
G0-9081	b4526	1417838	1418008	MONOMER0-1001	PARTIAL
G7190	b2298	2417081	2418601	G7190-MONOMER	PARTIAL
G7149	b2191	2288905	2289027		
EG10142	b1736	1819455	1819805	CELC-MONOMER	WELL-CHARACTERIZED
G0-17018	b4772	1344647	1344775	MONOMER0-4484	UNCHARACTERIZED
EG10890	b1089	1147367	1147540	EG10890-MONOMER	WELL-CHARACTERIZED
EG11722	b3712	3893881	3894630	EG11722-MONOMER	PARTIAL
EG11464	b3817	4002419	4002799	EG11464-MONOMER	UNCHARACTERIZED
EG12325	b0136	151003	151599	EG12325-MONOMER	PARTIAL
EG12134	b0813	849210	850097	EG12134-MONOMER	WELL-CHARACTERIZED
G6182	b0317	334525	335022	G6182-MONOMER	UNCHARACTERIZED
EG11137	b1864	1947411	1948151	EG11137-MONOMER	PARTIAL
EG11128	b1282	1342658	1342984	EG11128-MONOMER	PARTIAL
G7933	b4336	4565966	4567246	G7933-MONOMER	UNCHARACTERIZED
EG12608	b0035	34781	35371	CAIE-MONOMER	PARTIAL
G7410	b2701	2824491	2825576	G7410-MONOMER	WELL-CHARACTERIZED
G6939	b1743	1825140	1825625	G6939-MONOMER	WELL-CHARACTERIZED
G7019	b1869	1952266	1952661	G7019-MONOMER	UNCHARACTERIZED
EG12032	b2164	2256085	2257335	YEIM-MONOMER	PARTIAL
G7520	b4465	3076179	3077456	G7520-MONOMER	PARTIAL
EG10930	b1814	1896932	1898296	LSERINEDEAM1-MONOMER	WELL-CHARACTERIZED
G7431	b2765	2892214	2892579	G7431-MONOMER	WELL-CHARACTERIZED
G0-10650	b4683	2989819	2989899	MONOMER0-2877	UNCHARACTERIZED
EG11941	b4066	4281783	4283075	EG11941-MONOMER	UNCHARACTERIZED
G0-10652	b4679	2228982	2229065	MONOMER0-2879	UNCHARACTERIZED
G7061	b1973	2041375	2042025	G7061-MONOMER	WELL-CHARACTERIZED
EG11699	b0755	786843	787595	GPMA-MONOMER	WELL-CHARACTERIZED
EG10093	b3743	3926545	3927003	PD00250	WELL-CHARACTERIZED
EG10826	b2819	2950635	2952461	EG10826-MONOMER	WELL-CHARACTERIZED
EG11044	b2311	2428057	2428626	UBIX-MONOMER	WELL-CHARACTERIZED
G6964	b1777	1861702	1861974	G6964-MONOMER	UNCHARACTERIZED
EG10816	b3750	3935288	3936253	RBSC-MONOMER	WELL-CHARACTERIZED
EG10631	b2574	2710420	2712042	L-ASPARTATE-OXID-MONOMER	WELL-CHARACTERIZED
G6540	b1034	1098879	1099616	G6540-MONOMER	WELL-CHARACTERIZED
G7949	b4367	4604875	4605663	G7949-MONOMER	WELL-CHARACTERIZED
G6296	b0540	566842	567141	MONOMER0-4243	UNCHARACTERIZED
G6989	b1803	1885845	1886810	G6989-MONOMER	WELL-CHARACTERIZED
G0-10439	b4513	728732	728821	MONOMER0-12	WELL-CHARACTERIZED
EG11162	b2929	3074686	3075195	EG11162-MONOMER	WELL-CHARACTERIZED
EG10482	b4004	4203320	4204645	PHOSPHO-HYDG // HYDG-MONOMER	WELL-CHARACTERIZED
EG12629	b3437	3577065	3577592	GLUCONOKINII-MONOMER	WELL-CHARACTERIZED
G0-17122	b4841	3485953	3486231	RNA0-437	UNCHARACTERIZED
G0-17033	b4787	3247668	3247751	MONOMER0-4499	UNCHARACTERIZED
G6234	b0417	435634	436611	THI-P-KIN-MONOMER	WELL-CHARACTERIZED
G6686	b1362	1423345	1423644	G6686-MONOMER	
G6542	b1036	1100296	1100787	G6542-MONOMER	UNCHARACTERIZED
G7697	b3280	3429766	3430023	G7697-MONOMER	UNCHARACTERIZED
EG11469	b3824	4008439	4009059	RHTB-MONOMER	WELL-CHARACTERIZED
EG11632	b0857	897084	897929	POTI-MONOMER	WELL-CHARACTERIZED
EG12370	b1140	1199679	1200806	EG12370-MONOMER	PARTIAL
G0-16675	b4689	1639080	1639334	MONOMER0-4369	PARTIAL
EG10532	b0642	672201	674783	LEUS-MONOMER	WELL-CHARACTERIZED
G7856	b4193	4419980	4421377	SGAT-MONOMER	WELL-CHARACTERIZED
EG10396	b3927	4117245	4118090	GLPF-MONOMER	WELL-CHARACTERIZED
G7951	b4377	4612411	4613484	G7951-MONOMER	PARTIAL
G6201	b0346	367587	368420	G6201-MONOMER	WELL-CHARACTERIZED
EG10325	b1334	1398774	1399526	PD00197	WELL-CHARACTERIZED
EG11027	b1263	1319789	1321384	ANTHRANSYNCOMPII-MONOMER	WELL-CHARACTERIZED
EG12431	b1299	1361911	1362468	EG12431-MONOMER	WELL-CHARACTERIZED
G7671	b4569			G7671-MONOMER	
G0-17044	b4798	3853766	3853840	MONOMER0-4512	UNCHARACTERIZED
EG11646	b2166	2258355	2259296	EG11646-MONOMER	PARTIAL
EG11742	b1496	1577657	1579342	YDDA-MONOMER	PARTIAL
G7450	b2792	2923784	2924113	G7450-MONOMER	UNCHARACTERIZED
G6210	b0358	380069	380842	G6210-MONOMER	UNCHARACTERIZED
EG10856	b0611	644197	645003	EG10856-MONOMER	WELL-CHARACTERIZED
EG11031	b3781	3965761	3966090	OX-THIOREDOXIN-MONOMER // RED-THIOREDOXIN-MONOMER	WELL-CHARACTERIZED
G7529	b2953	3096383	3096673	G7529-MONOMER	UNCHARACTERIZED
EG10365	b2151	2240628	2241668	PD00261	WELL-CHARACTERIZED
G7508	b2889	3033065	3033613	IPPISOM-MONOMER	WELL-CHARACTERIZED
EG11681	b3203	3346173	3346460	EG11681-MONOMER	WELL-CHARACTERIZED
G7004	b1828	1910276	1911649	B1828-MONOMER	PARTIAL
G0-16653	b4644	2775545	2775816	G0-16653-MONOMER	
EG10410	b3559	3722328	3724397	GLYS-MONOMER	WELL-CHARACTERIZED
G7353	b2596	2736913	2737119		
G6870	b1626	1705250	1705690	G6870-MONOMER	UNCHARACTERIZED
G6233	b0402	420986	422359	PROY-MONOMER	PARTIAL
EG12181	b1654	1733754	1734101	EG12181-MONOMER	WELL-CHARACTERIZED
EG12879	b0528	556661	556873	EG12879-MONOMER	PARTIAL
EG11082	b0030	27293	28207	EG11082-MONOMER	WELL-CHARACTERIZED
EG10079	b0754	785633	786685	AROG-MONOMER	WELL-CHARACTERIZED
EG10855	b0641	671605	672186	EG10855-MONOMER	WELL-CHARACTERIZED
EG10424	b3699	3877705	3880119	EG10424-MONOMER	WELL-CHARACTERIZED
EG10659	b0553			EG10659-MONOMER	
G6695	b1372	1429049	1432411	G6695-MONOMER	PARTIAL
EG10530	b2568	2704335	2705309	EG10530-MONOMER	WELL-CHARACTERIZED
G0-8902		1552001	1552386		
EG12556	b4304	4528930	4530243	SGCC-MONOMER	PARTIAL
G7357	b2618	2754008	2754298	G7357-MONOMER	PARTIAL
EG12424	b1212	1266094	1266927	EG12424-MONOMER	WELL-CHARACTERIZED
EG11836	b3867	4052045	4053418	HEMN-MONOMER	WELL-CHARACTERIZED
G6143	b0271	286789	288399	G6143-MONOMER	PARTIAL
EG30089	b2591	2729616	2731157	RRSG-RRNA	WELL-CHARACTERIZED
G6109	b0225	245961	246239	G6109-MONOMER	WELL-CHARACTERIZED
G6439	b0841	882792	883388	G6439-MONOMER	WELL-CHARACTERIZED
M013	b0350	372115	372924	MHPDHYDROL-MONOMER	WELL-CHARACTERIZED
G0-17083	b4808	708236	708333	RNA0-411	WELL-CHARACTERIZED
G7880	b4249	4473340	4474053	G7880-MONOMER	WELL-CHARACTERIZED
EG10580	b2328	2445560	2446384	EG10580-MONOMER	WELL-CHARACTERIZED
EG11547	b1652	1728347	1728994	EG11547-MONOMER	WELL-CHARACTERIZED
G7858	b4196	4422186	4422836	G7858-MONOMER	WELL-CHARACTERIZED
G6222	b4580			G6222-MONOMER	
EG12228	b3491	3634841	3635893	MONOMER0-2489	UNCHARACTERIZED
EG11249	b2782	2910756	2911091	EG11249-MONOMER	WELL-CHARACTERIZED
G0-16746	b4752	1995655	1995831	MONOMER0-4430	UNCHARACTERIZED
EG11310	b1407	1475144	1477450	EG11310-MONOMER	UNCHARACTERIZED
EG11301	b1572	1648665	1648793	EG11301-MONOMER	UNCHARACTERIZED
G7106	b2061	2135655	2136098	G7106-MONOMER	WELL-CHARACTERIZED
EG12361	b2842	2982497	2983258	KDUD-MONOMER	WELL-CHARACTERIZED
EG12215	b3469	3606451	3608649	YHHO-MONOMER	WELL-CHARACTERIZED
EG11440	b3287	3433690	3434199	EG11440-MONOMER	WELL-CHARACTERIZED
EG11452	b3787	3971260	3972522	UDPMANNACADEHYDROG-MONOMER	WELL-CHARACTERIZED
EG11119	b1088	1146794	1147315	EG11119-MONOMER	UNCHARACTERIZED
EG10749	b1126	1184458	1185594	POTA-MONOMER	WELL-CHARACTERIZED
EG11833	b3862	4045670	4046602	EG11833-MONOMER	PARTIAL
G7699	b3283	3431420	3431962	G7699-MONOMER	PARTIAL
EG30028	b0670	696865	696939	glnU-tRNA	WELL-CHARACTERIZED
G6465	b0891	937372	937983	G6465-MONOMER	PARTIAL
EG10189	b2762	2887578	2888312	PAPSSULFOTRANS-MONOMER	WELL-CHARACTERIZED
G0-16725	b4730	331802	331876	MONOMER0-4407	UNCHARACTERIZED
EG11173	b3120	3267854	3268393	EG11173-MONOMER	UNCHARACTERIZED
EG12242	b3515	3663890	3664618	EG12242-MONOMER	WELL-CHARACTERIZED
EG12327	b0138	152243	152812	EG12327-MONOMER	PARTIAL
EG10257	b1851	1932793	1934604	PGLUCONDEHYDRAT-MONOMER	WELL-CHARACTERIZED
EG12020	b2139	2227323	2228758	EG12020-MONOMER	
EG10486	b2729	2852136	2853257	EG10486-MONOMER	WELL-CHARACTERIZED
G6485	b0943	1003439	1003954	G6485-MONOMER	PARTIAL
G7281	b2451	2565481	2566884	G7281-MONOMER	PARTIAL
EG10296	b0590	621185	622189	FEPD-MONOMER	WELL-CHARACTERIZED
EG11154	b2823	2962441	2962764	EG11154-MONOMER	UNCHARACTERIZED
EG11776	b0686	712038	712802	EG11776-MONOMER	PARTIAL
EG50004	b0953	1015715	1015882	EG50004-MONOMER	WELL-CHARACTERIZED
EG11950	b4076	4293543	4294139	EG11950-MONOMER	PARTIAL
G6601	b1161	1212703	1213107	G6601-MONOMER	UNCHARACTERIZED
G6271	b0499	527949	528659	G6271-MONOMER	
EG10307	b3361	3490861	3491463	EG10307-MONOMER	PARTIAL
EG30075	b2588	2726069	2726188	RRFG-RRNA	WELL-CHARACTERIZED
G6914	b1688	1769074	1770186	G6914-MONOMER	PARTIAL
G6281	b0512	539147	540508	G6281-MONOMER	WELL-CHARACTERIZED
EG11121	b1253	1311848	1312246	EG11121-MONOMER	WELL-CHARACTERIZED
EG11519	b3481	3618588	3618989	EG11519-MONOMER	WELL-CHARACTERIZED
EG10211	b1961	2030899	2032317	EG10211-MONOMER	PARTIAL
EG10185	b2750	2873387	2873992	ADENYLYLSULFKIN-MONOMER	WELL-CHARACTERIZED
EG11098	b0422	441101	441343	EG11098-MONOMER	WELL-CHARACTERIZED
EG11172	b3115	3262452	3263660	PROPKIN-MONOMER	WELL-CHARACTERIZED
EG10552	b2890	3033657	3035174	LYSS-MONOMER	WELL-CHARACTERIZED
EG12131	b2527	2658952	2659467	EG12131-MONOMER	PARTIAL
G6231	b0392	408609	408950	G6231-MONOMER	
G7634	b3136	3281976	3283130	G7634-MONOMER	PARTIAL
G7558	b3001	3147897	3148937	G7558-MONOMER	WELL-CHARACTERIZED
EG10717	b4100	4320663	4321247	EG10717-MONOMER	PARTIAL
EG10179	b0431	448650	450641	CYOB-MONOMER	WELL-CHARACTERIZED
G7239	b2376	2494698	2494973	G7239-MONOMER	PARTIAL
EG12855	b0956	1018485	1018937	EG12855-MONOMER	WELL-CHARACTERIZED
EG10999	b0003	2801	3733	HOMOSERKIN-MONOMER	WELL-CHARACTERIZED
G0-16695		4326205	4326281	RNA0-394	UNCHARACTERIZED
EG11736	b0200	222833	223408	EG11736-MONOMER	WELL-CHARACTERIZED
EG11987	b2108	2187380	2188414	EG11987-MONOMER	PARTIAL
EG11916	b3999	4199504	4200094	EG11916-MONOMER	UNCHARACTERIZED
EG10736	b0708	739507	740925	EG10736-MONOMER	WELL-CHARACTERIZED
G6306	b0550	573371	573733	G6306-MONOMER	PARTIAL
G6397	b0767	798586	799581	6PGLUCONOLACT-MONOMER	WELL-CHARACTERIZED
G7888	b4261	4486218	4487318	G7888-MONOMER	WELL-CHARACTERIZED
G0-17029	b4783	2725925	2725987	MONOMER0-4495	UNCHARACTERIZED
G7756	b3439	3578950	3579645	G7756-MONOMER	PARTIAL
EG10014	b2470	2587595	2590708	ACRD-MONOMER	WELL-CHARACTERIZED
G0-10541		381351	382579	MONOMER0-2761	PARTIAL
G7378	b2643	2775919	2776377	G7378-MONOMER	UNCHARACTERIZED
EG11403	b2502	2625115	2626656	PPX-MONOMER	WELL-CHARACTERIZED
G6118	b0234	252709	253161	G6118-MONOMER	PARTIAL
G6212	b0360	381351	381716	G6212-MONOMER	WELL-CHARACTERIZED
G7103	b2058	2132067	2132555	G7103-MONOMER	WELL-CHARACTERIZED
EG30083	b0204	225759	228662	RRLH-RRNA	WELL-CHARACTERIZED
G0-16726	b4731	383960	384079	MONOMER0-4408	UNCHARACTERIZED
G0-10445	b4524	1381789	1381902	MONOMER0-2667	
EG11282	b2482	2601818	2603836	MONOMER0-153	PARTIAL
EG12270	b3550	3713652	3714092	EG12270-MONOMER	WELL-CHARACTERIZED
EG11360	b3570	3736353	3737177	EG11360-MONOMER	PARTIAL
EG12611	b0057	59121	59279	EG12611-MONOMER	UNCHARACTERIZED
G7260	b2419	2537342	2537716	G7260-MONOMER	UNCHARACTERIZED
EG10905	b4200	4425118	4425513	EG10905-MONOMER	WELL-CHARACTERIZED
G6888	b1648	1725681	1725920	G6888-MONOMER	UNCHARACTERIZED
G6217	b0365	385232	386194	TAUA-MONOMER	WELL-CHARACTERIZED
G6344	b0618	650798	651856	CITC-MONOMER	WELL-CHARACTERIZED
EG11622	b0449	470636	472417	MDLB-MONOMER	PARTIAL
G0-16693		2100863	2101027	MONOMER0-4397	PARTIAL
G0-17095	b4820	3490132	3490185	MONOMER0-4548	UNCHARACTERIZED
G0-17124	b4843	1190165	1190508	RNA0-439	UNCHARACTERIZED
EG11099	b0456	476672	477025	EG11099-MONOMER	UNCHARACTERIZED
EG20248	b4323	4552901	4554361	MANNONOXIDOREDUCT-MONOMER	WELL-CHARACTERIZED
EG11939	b4064	4278479	4279828	EG11939-MONOMER	WELL-CHARACTERIZED
G6949	b1754	1836073	1837239	G6949-MONOMER	PARTIAL
EG12087	b2283	2397439	2400165	NUOG-MONOMER	WELL-CHARACTERIZED
EG10110	b0312	327261	328733	BADH-MONOMER	WELL-CHARACTERIZED
G7882	b4251	4474124	4474717	G7882-MONOMER	PARTIAL
G6239	b0425	443604	444515	2-DEHYDROPANTOATE-REDUCT-MONOMER	WELL-CHARACTERIZED
EG12801	b3195	3339256	3340065	YRBF-MONOMER	WELL-CHARACTERIZED
G6521	b1010	1071773	1072159	G6521-MONOMER	WELL-CHARACTERIZED
G6893	b1657	1736121	1737290	B1657-MONOMER	PARTIAL
EG12041	b2180	2276300	2277889	YEJF-MONOMER	WELL-CHARACTERIZED
EG11758	b4167	4394066	4395613	EG11758-MONOMER	WELL-CHARACTERIZED
G7284	b2454	2569501	2570337	G7284-MONOMER	PARTIAL
G7327	b2532	2662583	2663323	G7327-MONOMER	WELL-CHARACTERIZED
G7316	b2505	2629792	2630310	G7316-MONOMER	UNCHARACTERIZED
EG10524	b0342	361249	361860	GALACTOACETYLTRAN-MONOMER	PARTIAL
G6614	b1177	1226600	1226968	G6614-MONOMER	UNCHARACTERIZED
EG11572	b0066	72229	72927	SFUC-MONOMER	PARTIAL
G6625	b1196	1245160	1245600	G6625-MONOMER	UNCHARACTERIZED
EG10288	b4289	4512411	4513409	FECC-MONOMER	WELL-CHARACTERIZED
G7205	b2334	2450587	2451075	G7205-MONOMER	PARTIAL
EG11869	b3909	4101690	4102673	KDGT-MONOMER	WELL-CHARACTERIZED
EG12388	b0534	563330	563845	EG12388-MONOMER	PARTIAL
G7653	b3159	3302489	3303367	G7653-MONOMER	WELL-CHARACTERIZED
EG12326	b0137	151626	152231	EG12326-MONOMER	PARTIAL
EG11935	b4056	4270238	4270654	EG11935-MONOMER	UNCHARACTERIZED
G7068	b1983	2056858	2057574	G7068-MONOMER	PARTIAL
EG12335	b0162	182463	183620	EG12335-MONOMER	WELL-CHARACTERIZED
EG11198	b3730	3913830	3915200	NAG1P-URIDYLTRANS-MONOMER	WELL-CHARACTERIZED
EG10193	b2421	2538672	2539583	ACSERLYB-MONOMER	WELL-CHARACTERIZED
G7382	b2647	2778146	2782726	G7382-MONOMER	PARTIAL
EG12273	b3554	3718334	3719044	EG12273-MONOMER	UNCHARACTERIZED
G0-16699		4325805	4325881	RNA0-398	UNCHARACTERIZED
G6215	b0363	382739	383935	G6215-MONOMER	PARTIAL
G7311	b2494	2616094	2617557	G7311-MONOMER	WELL-CHARACTERIZED
EG10861	b0183	204493	205089	EG10861-MONOMER	WELL-CHARACTERIZED
EG10479	b2720	2844210	2844752	HYCF-MONOMER	WELL-CHARACTERIZED
G6320	b0572	595600	596973	G6320-MONOMER	WELL-CHARACTERIZED
G7688	b3243	3389520	3390449	G7688-MONOMER	PARTIAL
EG11300	b1571	1648508	1648663	EG11300-MONOMER	UNCHARACTERIZED
G6669	b1337	1401810	1403255	G6669-MONOMER	WELL-CHARACTERIZED
EG10445	b2022	2093468	2094535	IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	WELL-CHARACTERIZED
EG10912	b3298	3442115	3442471	EG10912-MONOMER	WELL-CHARACTERIZED
EG30021	b1986	2059851	2059926	asnU-tRNA	WELL-CHARACTERIZED
G7094	b2043	2114502	2115896	G7094-MONOMER	PARTIAL
EG10752	b1123	1181783	1182829	POTD-MONOMER	WELL-CHARACTERIZED
EG12423	b0368	387795	388646	MONOMER0-147	WELL-CHARACTERIZED
G7509	b2896	3040416	3040823	G7509-MONOMER	UNCHARACTERIZED
EG11673	b3058	3204221	3204589	H2NEOPTERINALDOL-MONOMER	WELL-CHARACTERIZED
G6757	b1446	1517648	1517881	G6757-MONOMER	UNCHARACTERIZED
G7510	b2897	3040804	3041070	G7510-MONOMER	PARTIAL
EG12449	b2330	2447508	2448440	EG12449-MONOMER	WELL-CHARACTERIZED
G0-10642	b4670	4392892	4392945	MONOMER0-2869	UNCHARACTERIZED
EG30084	b3851	4035531	4037072	RRSA-RRNA	WELL-CHARACTERIZED
G7854	b4191	4417698	4418453	G7854-MONOMER	WELL-CHARACTERIZED
G1	b4407	4192637	4192837	THIS-MONOMER	WELL-CHARACTERIZED
EG12866	b1831	1914836	1915534	EG12866-MONOMER	WELL-CHARACTERIZED
G6799	b1512	1600288	1601241	G6799-MONOMER	WELL-CHARACTERIZED
EG12359	b0719	752229	752795	EG12359-MONOMER	PARTIAL
EG10144	b1734	1817148	1818500	EG10144-MONOMER	WELL-CHARACTERIZED
EG11441	b3498	3643140	3645182	EG11441-MONOMER	WELL-CHARACTERIZED
G6791	b1501	1584207	1586486	G6791-MONOMER	PARTIAL
EG11668	b2220	2321866	2323251	PHOSPHO-ATOC // ATOC-MONOMER	WELL-CHARACTERIZED
G6868	b1624	1703268	1704308	G6868-MONOMER	PARTIAL
G6308	b0552	574737	575717	MONOMER0-4234	PARTIAL
G6500	b0966	1028404	1028721	G6500-MONOMER	WELL-CHARACTERIZED
EG10702	b4025	4233758	4235407	PGLUCISOM	WELL-CHARACTERIZED
EG11075	b3564	3727917	3729371	XYLULOKIN-MONOMER	WELL-CHARACTERIZED
EG11191	b3641	3814494	3815090	EG11191-MONOMER	WELL-CHARACTERIZED
EG10639	b1225	1283604	1285142	NARH-MONOMER	WELL-CHARACTERIZED
EG10844	b3780	3964365	3965630	EG10844-MONOMER	WELL-CHARACTERIZED
EG11239	b0766	797613	798431	EG11239-MONOMER	WELL-CHARACTERIZED
G7552	b2986	3134131	3134823	G7552-MONOMER	PARTIAL
G6621	b1192	1242166	1243080	G6621-MONOMER	WELL-CHARACTERIZED
EG11193	b3645	3817760	3818584	EG11193-MONOMER	PARTIAL
G7164	b2251	2364554	2364979	G7164-MONOMER	WELL-CHARACTERIZED
EG12224	b3487	3629535	3630602	EG12224-MONOMER	PARTIAL
EG11982	b2035	2106060	2107226	EG11982-MONOMER	PARTIAL
G6638	b1284	1343597	1344346	G6638-MONOMER	PARTIAL
G0-10432	b4504	264026	264247	MONOMER0-2654	UNCHARACTERIZED
G0-16731	b4736	850332	850397	MONOMER0-4413	UNCHARACTERIZED
EG10753	b0692	716946	718265	POTE-MONOMER	WELL-CHARACTERIZED
G7492	b2873	3010028	3011413	G7492-MONOMER	PARTIAL
G7064	b1978	2044995	2052014	G7064-MONOMER	PARTIAL
EG12004	b2123	2211225	2211686	EG12004-MONOMER	UNCHARACTERIZED
EG11693	b3673	3853922	3855106	EMRD-MONOMER	WELL-CHARACTERIZED
EG12378	b1867	1950832	1951398	EG12378-MONOMER	UNCHARACTERIZED
EG10118	b0775	809344	810384	BIOTIN-SYN-MONOMER	WELL-CHARACTERIZED
G7649	b3155	3299966	3300268	G7649-MONOMER	WELL-CHARACTERIZED
EG11171	b3064	3209530	3210543	EG11171-MONOMER	WELL-CHARACTERIZED
EG11024	b1260	1316416	1317222	TRYPSYN-APROTEIN	WELL-CHARACTERIZED
EG10579	b2264	2377589	2379259	MEND-MONOMER	WELL-CHARACTERIZED
EG12843	b0468	490882	491259	EG12843-MONOMER	UNCHARACTERIZED
G0-8876	b4430	1764713	1764780	RYDB-RNA	PARTIAL
EG12304	b1291	1352636	1353628	SAPD-MONOMER	WELL-CHARACTERIZED
EG12851	b0643	675018	675500	EG12851-MONOMER	UNCHARACTERIZED
EG10919	b0023	20815	21078	EG10919-MONOMER	WELL-CHARACTERIZED
EG11037	b3980	4175944	4177128	EG11037-MONOMER	PARTIAL
EG12123	b2289	2405703	2406641	EG12123-MONOMER	WELL-CHARACTERIZED
EG10589	b2942	3086706	3087860	S-ADENMETSYN-MONOMER	WELL-CHARACTERIZED
G6278	b0509	536586	537464	G6278-MONOMER	WELL-CHARACTERIZED
EG10635	b0679	703944	705890	NAGE-MONOMER	WELL-CHARACTERIZED
EG11489	b1042	1104447	1104902	EG11489-MONOMER	PARTIAL
EG10800	b1658	1737844	1738869	PD00219	WELL-CHARACTERIZED
G6312	b0557	578600	578893	G6312-MONOMER	PARTIAL
EG10175	b0340	359489	359959	CYANLY-MONOMER	WELL-CHARACTERIZED
G6546	b1040	1102546	1103196	PD01379	WELL-CHARACTERIZED
G6854	b1596	1669699	1670952	B1596-MONOMER	PARTIAL
EG10160	b4213	4434622	4436565	CPDB-MONOMER	WELL-CHARACTERIZED
G7069	b1984	2058027	2058102	RNA0-304	WELL-CHARACTERIZED
EG11008	b0740	777740	779032	EG11008-MONOMER	WELL-CHARACTERIZED
EG12261	b3534	3695233	3695985	EG12261-MONOMER	
EG10973	b2708	2829813	2830778	EG10973-MONOMER	WELL-CHARACTERIZED
G0-10705		4058171	4058242		
EG11807	b1847	1930034	1930390	EG11807-MONOMER	UNCHARACTERIZED
EG12860	b1853	1936652	1937521	EG12860-MONOMER	WELL-CHARACTERIZED
G6288	b4572	548357	549616	G6288-MONOMER	PARTIAL
G6631	b1228	1286709	1286984	G6631-MONOMER	UNCHARACTERIZED
EG11116	b1055	1116807	1117859	EG11116-MONOMER	WELL-CHARACTERIZED
EG10419	b2947	3091878	3092828	GLUTATHIONE-SYN-MONOMER	WELL-CHARACTERIZED
EG10247	b2563	2700618	2700998	HOLO-ACP-SYNTH-MONOMER	WELL-CHARACTERIZED
EG12709	b1958	2028449	2029366	EG12709-MONOMER	UNCHARACTERIZED
EG12285	b3581	3748577	3749239	EG12285-MONOMER	WELL-CHARACTERIZED
G6274	b0504	531295	532221	G6274-MONOMER	WELL-CHARACTERIZED
G6451	b0866	904593	904916	G6451-MONOMER	PARTIAL
G6807	b1520	1608108	1609022	G6807-MONOMER	PARTIAL
G6108	b0224	245065	245805	G6108-MONOMER	WELL-CHARACTERIZED
EG10090	b3800	3982958	3984193	EG10090-MONOMER	PARTIAL
EG10971	b2705	2827737	2828516	SORB6PDEHYDROG-MONOMER	WELL-CHARACTERIZED
G6711	b1390	1455164	1455910	G6711-MONOMER	WELL-CHARACTERIZED
G6715	b1394	1458264	1459052	G6715-MONOMER	WELL-CHARACTERIZED
EG11565	b0044	45463	45750	EG11565-MONOMER	PARTIAL
G7936	b4340	4570162	4571574	G7936-MONOMER	PARTIAL
EG12417	b2091	2171833	2172873	GALACTITOLPDEHYD-MONOMER	WELL-CHARACTERIZED
G6833	b1566	1646405	1646737	G6833-MONOMER	UNCHARACTERIZED
EG10693	b2564	2700998	2701729	PDXJ-MONOMER	WELL-CHARACTERIZED
G6165	b0294	310746	311336	G6165-MONOMER	PARTIAL
G7641	b3146	3292475	3293335	G7641-MONOMER	WELL-CHARACTERIZED
EG10641	b1226	1285139	1285849	NARJ-MONOMER	WELL-CHARACTERIZED
EG11586	b3993	4193569	4194204	THIE-MONOMER	WELL-CHARACTERIZED
G6484	b0942	1002889	1003431	G6484-MONOMER	PARTIAL
EG10698	b3847	4031161	4032492	EG10698-MONOMER	WELL-CHARACTERIZED
G6673	b1341	1406563	1407795	G6673-MONOMER	WELL-CHARACTERIZED
G6724	b1403	1468784	1469149	MONOMER0-4250	PARTIAL
EG11437	b1090	1147621	1148691	EG11437-MONOMER	WELL-CHARACTERIZED
EG10407	b2400	2519257	2520672	GLURS-MONOMER	WELL-CHARACTERIZED
GB4478	b4478	3871850	3872998	GALACTONATE-DEHYDRATASE-MONOMER	WELL-CHARACTERIZED
EG11740	b0568	587982	590954	EG11740-MONOMER	PARTIAL
G0-9042	b4454	3700136	3700199	RDLD-RNA	WELL-CHARACTERIZED
EG10294	b0592	623554	624510	FEPB-MONOMER	WELL-CHARACTERIZED
EG10968	b1766	1848837	1850693	EG10968-MONOMER	WELL-CHARACTERIZED
G6815	b1541	1629215	1629418	G6815-MONOMER	PARTIAL
EG12155	b1352	1418008	1418229	EG12155-MONOMER	PARTIAL
EG12282	b3578	3744804	3746081	EG12282-MONOMER	WELL-CHARACTERIZED
G7716	b3347	3476607	3477419	G7716-MONOMER	WELL-CHARACTERIZED
G7954	b4402	4640402	4640542	G7954-MONOMER	UNCHARACTERIZED
G7448	b2790	2922535	2922984	G7448-MONOMER	PARTIAL
EG30035	b2590	2729369	2729444	gltW-tRNA	WELL-CHARACTERIZED
EG12012	b2131	2218564	2219481	YEHZ-MONOMER	WELL-CHARACTERIZED
G6784	b1490	1565758	1567140	G6784-MONOMER	WELL-CHARACTERIZED
G7474	b2854	2993939	2994441	G7474-MONOMER	
G0-10702		3354064	3354169		
EG11281	b4170	4397412	4399259	EG11281-MONOMER	WELL-CHARACTERIZED
EG11667	b2219	2320043	2321869	ATOS-MONOMER	WELL-CHARACTERIZED
EG10381	b3431	3569346	3571319	EG10381-MONOMER	WELL-CHARACTERIZED
EG12034	b2170	2263863	2265044	B2170-MONOMER	PARTIAL
EG30043	b3852	4037141	4037217	ileT-tRNA	WELL-CHARACTERIZED
G6589	b1145	1202259	1202933	G6589-MONOMER	PARTIAL
EG11188	b3618	3792826	3793683	EG11188-MONOMER	UNCHARACTERIZED
G6919	b1696	1778390	1779301	G6919-MONOMER	PARTIAL
EG12454	b0481	506603	507082	EG12454-MONOMER	WELL-CHARACTERIZED
G6466	b0899	947229	948659	YCAM	PARTIAL
EG10649	b1109	1166085	1167389	NADH-DHII-MONOMER	WELL-CHARACTERIZED
